odsCode,cdbNumber
FRL66,600041217
FRL69,600041097
FRL76,600041218
FRL80,600042283
FRM03,600040963
FRM04,600041226
FRM31,600041227
FRM48,600000738
FRM63,600038768
FRM66,600000893
FRM86,600041238
FRM89,600000189
FRM92,600041239
FRM95,600041240
FRM97,600092401
FRM99,600041241
FRN15,600041246
FRN17,600041247
FRN27,600039502
FRN28,600041250
FRN35,600041251
FRN37,600041252
FRN46,600041254
FRN48,600041255
FRN74,600041261
FRN85,600043675
FRN90,600035205
FRP09,600041266
FRP10,600041267
FRP15,600041268
FRP19,600041269
FRP26,600001109
FRP28,600041272
FRP45,600000984
FRP58,600000391
FRP77,600041282
FRP82,600039120
FRP99,600041285
FRQ03,600038632
FRQ13,600034346
FRQ23,600033718
FRQ27,600043095
FRQ38,600087241
FRQ45,600041292
FRQ46,600041293
FRQ47,600041294
FRQ64,600041298
FRQ66,600041299
FRQ70,600037103
FRQ80,600040520
FRQ83,600035420
FRQ84,600088861
FRQ87,600041301
FRQ88,600041302
FRQ90,600041303
FRR07,600041894
FRR14,600043112
FRR22,600000426
FRR24,600042818
FRR30,600043744
FRR40,600041310
FRR58,600041314
FRR62,600039904
FRR64,600042598
FRT05,600039166
FRT31,600041322
FRT39,600036036
FRT44,600042383
FRT58,600041328
FRT59,600036989
FRT62,600037644
FRT64,600000869
FRT73,600041330
FRT78,600041332
FRV23,600041338
FRV24,600041339
FRV37,600038966
FRV44,600041341
FRV46,600041342
FRV59,600041345
FRV64,600041347
FRV65,600041348
FRV87,600041350
FRV90,600086371
FRW01,600041355
FRW04,600091731
FRW21,600041359
FRW31,600041360
FRW39,600001260
FRW51,600041365
FRW55,600039835
FRX12,600041374
FRX14,600041375
FRX82,600041383
FRX84,600035461
FRY00,600034749
FRY05,600094531
FRY11,600041388
FRY27,600038415
FRY72,600036278
FRY79,600041392
FT003,600041856
FT006,600044141
FT015,600041395
FT020,600041398
FT023,600040802
FT028,600033507
FT034,600041402
FT036,600041403
FT042,600041406
FT056,600041408
FT061,600041409
FT063,600000933
FT083,600041416
FT093,600038528
FT097,600035765
FT104,600041420
FT121,600041424
FT153,600041427
FT164,600034134
FT240,600041442
FT244,600037415
FT248,600041444
FT251,600041446
FT253,600041447
FT274,600041449
FT293,600041451
FT294,600039066
FT312,600043719
FT323,600041454
FT325,600041455
FT338,600036121
FT339,600041458
FT341,600086301
FT346,600041460
FT351,600038420
FT363,600041462
FT371,600041465
FT378,600041468
FT426,600041476
FT428,600041477
FT431,600041478
FT435,600041479
FT436,600041480
FT470,600000412
FT474,600001110
FT476,600041489
FT517,600037649
FT583,600041498
FT590,600041500
FT608,600000760
FT627,600041507
FT629,600043824
FT633,600033258
FT640,600088771
FT650,600041510
FT654,600041511
FT693,600041515
FT720,600041516
FT747,600041522
FT751,600086971
FT764,600041525
FT769,600041526
FT774,600041527
FT788,600041529
FT792,600041530
FT809,600041531
FT820,600041532
FT837,600041534
FT839,600041535
FT851,600041584
FT852,600041538
FT868,600041541
FT890,600041545
FT893,600041546
FT918,600041548
FT978,600041549
FTA03,600043825
FTA06,600041552
FTA15,600043829
FTA34,600041557
FTA37,600043835
FTA56,600043681
FTA58,600036293
FTA65,600041561
FTA71,600000575
FTC04,600041567
FTC05,600000759
FTC16,600041568
FTC20,600041569
FTC33,600041572
FTC50,600041574
FTC55,600041576
FTC57,600085941
FTC65,600041578
FTC71,600033240
FTC72,600040348
FTC73,600041579
FTC77,600041581
FTC83,600034768
FTC85,600041582
FTC91,600041583
FTD45,600041590
FTD47,600041575
FTD51,600041591
FTD54,600041593
FTD59,600089171
FTD60,600041595
FTD62,600041596
FTD68,600036466
FTD78,600041600
FTD79,600041601
FTD88,600041604
FTD98,600041606
FTE09,600041611
FTE13,600041613
FTE40,600041618
FTE41,600042154
FTE73,600041320
FTE77,600000187
FTF00,600041627
FTF19,600041631
FTF31,600041633
FTF34,600041634
FTF36,600037173
FTF48,600041638
FTF64,600041639
FTF80,600038213
FTF93,600088271
FTG08,600039601
FTG15,600041648
FTG19,600041649
FTG22,600041651
FTG23,600041652
FTG24,600041653
FTG26,600034432
FTG31,600041654
FTG42,600041658
FTG50,600043621
FTG52,600041659
FTG55,600041660
FTG70,600000756
FTG75,600041147
FTG79,600041665
FTG81,600000265
FTG90,600000235
FTH02,600041612
FTH04,600086311
FTH09,600041669
FTH15,600041312
FTH22,600041671
FTH28,600042948
FTH33,600041673
FTH38,600039032
FTH43,600041675
FTH48,600036509
FTH57,600041967
FTH59,600042224
FTH79,600089381
FTH97,600038440
FTJ01,600087341
FTJ07,600039495
FTJ08,600033839
FTJ10,600041685
FTJ17,600041687
FTJ19,600041688
FTJ35,600041694
FTJ43,600041696
FTJ49,600041697
FTJ57,600041698
FTJ64,600041699
FTJ66,600041700
FTJ73,600034278
FTJ75,600039636
FTJ77,600041701
FTJ84,600038835
FTK09,600041708
FTK12,600036993
FTK23,600041711
FTK44,600041714
FTK49,600034565
FTK59,600033436
FTK75,600041968
FTK88,600041725
FTK98,600041362
FTL11,600039892
FTL22,600041732
FTL32,600041737
FTL39,600086791
FTL54,600041745
FTL56,600041746
FTL60,600038779
FTL66,600033259
FTL83,600037408
FTL84,600041748
FTL85,600094671
FTL86,600041749
FTL88,600043140
FTL93,600041610
FTL96,600038762
FTL97,600000644
FTM00,600041751
FTM09,600041753
FTM17,600090251
FTM27,600040388
FTM37,600036490
FTM51,600041762
FTM61,600041765
FTM69,600041767
FTM73,600000194
FTM77,600041768
FTM79,600041318
FTN17,600041770
FTN20,600038147
FTN28,600041772
FTN39,600039100
FTN74,600041780
FTN75,600041781
FTP04,600039652
FTP11,600037948
FTP20,600041790
FTP28,600000925
FTP36,600041793
FTP37,600090341
FTP38,600041794
FTP53,600041797
FTP61,600001142
FTP71,600042832
FTP86,600041801
FTP90,600041804
FTP94,600042255
FTP97,600041806
FTQ10,600041811
FTQ13,600036152
FTQ27,600041813
FTQ30,600035267
FTQ44,600041814
FTQ52,600041499
FTQ53,600041815
FTQ69,600041817
FTQ70,600038248
FTQ73,600041722
FTQ80,600041818
FTQ82,600094361
FTR43,600041826
FTR52,600041827
FTR61,600036195
FTR70,600041830
FTR94,600043166
FTR97,600035748
FTT01,600041834
FTT10,600041835
FTT25,600041837
FTT29,600041839
FTT34,600036748
FTT38,600041840
FTT47,600041842
FTT50,600040524
FTT52,600041844
FTT60,600041846
FTT68,600041847
FTT72,600043838
FTT74,600041848
FTT82,600034460
FTT94,600000600
FTV00,600041852
FTV02,600041853
FTV04,600038872
FTV09,600041854
FTV40,600038341
FTV41,600041858
FTV55,600041862
FTV58,600041863
FTV70,600000400
FTV78,600036314
FTV83,600041867
FTW15,600041870
FTW21,600035801
FTW32,600041874
FTW39,600037572
FTW66,600041878
FTW72,600041880
FTW96,600043134
FTX08,600041886
FTX10,600041888
FTX15,600041891
FTX21,600041893
FTX34,600041896
FTX36,600000433
FTX38,600000719
FTX44,600038285
FTX88,600041906
FTY01,600041908
FTY53,600041913
FTY56,600041914
FTY62,600041915
FTY64,600041916
FTY66,600041917
FTY95,600037497
FV007,600041919
FV010,600041921
FV018,600041922
FV019,600033918
FV022,600041924
FV044,600040104
FV050,600041930
FV053,600041932
FV061,600041933
FV086,600041939
FV089,600041941
FV092,600041942
FV093,600035447
FV095,600041943
FV096,600041944
FV113,600041945
FV117,600041946
FV122,600001242
FV129,600094851
FV142,600041949
FV172,600041957
FV186,600041959
FV191,600033993
FV192,600041961
FV199,600041964
FV203,600041965
FV257,600039673
FV274,600041977
FV306,600039292
FV311,600041988
FV334,600041990
FV354,600041993
FV361,600041994
FV367,600039888
FV368,600038391
FV369,600038793
FV410,600042000
FV432,600042002
FV447,600039258
FV462,600042003
FV463,600042004
FV470,600042006
FV471,600000861
FV474,600042007
FV487,600042010
FV490,600042011
FV492,600042012
FV493,600042013
FV495,600042609
FV519,600042015
FV520,600038618
FV523,600042017
FV528,600042019
FV533,600043631
FV542,600042020
FV546,600042023
FV560,600043604
FV584,600042032
FV585,600042033
FV669,600042048
FV674,600038597
FV676,600042049
FV689,600042051
FV704,600042052
FV707,600042053
FV726,600042056
FV727,600042057
FV731,600042058
FV774,600042065
FV782,600042067
FV785,600042068
FV788,600042070
FV796,600042071
FV809,600042074
FV810,600041089
FV816,600042076
FV817,600042077
FV818,600042078
FV823,600042080
FV834,600042082
FV839,600042084
FV843,600042085
FV847,600042087
FV850,600099841
FV856,600042089
FV857,600042090
FV860,600042091
FV863,600033743
FV875,600042093
FV890,600042097
FV898,600042098
FV910,600042099
FV989,600001165
FVA00,600042105
FVA14,600042108
FVA24,600042111
FVA29,600033283
FVA38,600089431
FVA51,600042935
FVA70,600042117
FVA73,600086491
FVA90,600042118
FVA91,600042119
FVA95,600043324
FVC01,600042121
FVC04,600033281
FVC24,600043796
FVC25,600087271
FVC27,600042124
FVC32,600042126
FVC33,600042710
FVC40,600042129
FVC44,600042131
FVC48,600042132
FVC70,600000687
FVC77,600042138
FVC85,600042140
FVC98,600042142
FVD01,600042143
FVD10,600033265
FVD14,600001197
FVD25,600042145
FVD29,600042146
FVD39,600040874
FVD48,600086411
FVD51,600042148
FVD61,600038500
FVD74,600039574
FVD85,600034577
FVD88,600042152
FVE03,600042156
FVE05,600042157
FVE10,600042160
FVE30,600000725
FVE40,600042164
FVE49,600041553
FVE59,600038051
FVE60,600042167
FVE62,600042169
FVE72,600035918
FVE88,600042174
FVE92,600042176
FVF01,600042177
FVF26,600042183
FVF30,600043297
FVF34,600042185
FVF36,600000959
FVF37,600091801
FVF38,600086631
FVF39,600041620
FVF48,600092161
FVF81,600039058
FVF82,600090181
FVF83,600042194
FVF84,600035487
FVG09,600042198
FVG64,600042207
FVG71,600042208
FVG81,600035966
FVG83,600042211
FVG90,600042213
FVH04,600033928
FVH09,600042214
FVH26,600042216
FVH30,600038864
FVH41,600040875
FVH45,600042217
FVH48,600042137
FVH52,600034795
FVH56,600042230
FVH68,600042220
FVH70,600035079
FVH75,600043841
FVH83,600042221
FVJ17,600000595
FVJ52,600039043
FVJ61,600035491
FVJ67,600042236
FVJ92,600037653
FVK00,600042241
FVK09,600042244
FVK13,600042245
FVK18,600035246
FVK31,600042248
FVK39,600042250
FVK50,600042253
FVK79,600000873
FVK93,600042259
FVK98,600042260
FVL01,600088671
FVL19,600042262
FVL23,600040995
FVL43,600042266
FVL51,600034694
FVL59,600042267
FVL61,600037974
FVL77,600000710
FVL79,600042270
FVL83,600042271
FVL95,600042273
FVM08,600001178
FVM13,600036979
FVM18,600042276
FVM24,600042278
FVM32,600042279
FVM51,600042285
FVM54,600042287
FVM56,600042288
FVM57,600038982
FVM72,600042290
FVM74,600035098
FVM83,600042293
FVM95,600038622
FVN05,600042297
FVN17,600042300
FVN30,600042303
FVN62,600042307
FVN65,600042308
FVN84,600042312
FVN98,600042315
FVP01,600042317
FVP31,600041791
FVP32,600042323
FVP34,600042325
FVP39,600042326
FVP55,600042330
FVP67,600042333
FVP73,600091951
FVP82,600042337
FVP92,600042339
FVP93,600042340
FVQ08,600036669
FVQ14,600038881
FVQ23,600033579
FVQ29,600042345
FVQ47,600036134
FVQ48,600042348
FVQ67,600035741
FVQ69,600042353
FVQ76,600042355
FVQ80,600040476
FVQ81,600042358
FVR00,600042360
FVR16,600042363
FVR27,600042366
FVR41,600042370
FVR47,600042372
FVR53,600042374
FVR56,600000209
FVR66,600000260
FVR79,600042376
FVR87,600042377
FVR91,600042379
FVT05,600042382
FVT12,600037590
FVT23,600091961
FVT30,600042385
FVT51,600042387
FVT62,600042389
FVT72,600043842
FVT85,600042394
FVV02,600042395
FVV05,600000728
FVV06,600042396
FVV07,600039471
FVV10,600042397
FVV12,600042398
FVV24,600000201
FVV27,600040483
FVV38,600042400
FVV39,600042401
FVV56,600042889
FVV65,600042403
FVV69,600042404
FVV84,600042407
FVV88,600042408
FVV96,600040327
FVV97,600042410
FVW04,600042411
FVW12,600001067
FVW28,600035493
FVW31,600042413
FVW38,600086901
FVW42,600042415
FVW44,600042416
FVW56,600042417
FVW65,600042419
FVW73,600042420
FVW83,600042423
FVW84,600037010
FVW86,600038855
FVW90,600042425
FVW93,600042427
FVX03,600042429
FVX17,600086171
FVX21,600042431
FVX30,600042435
FVX38,600036514
FVX46,600042438
FVX51,600042440
FVX62,600042441
FVX71,600039546
FVX74,600039612
FVX82,600001207
FVX91,600042445
FVX96,600038775
FVY03,600039959
FVY09,600042448
FVY64,600033267
FVY65,600042452
FVY71,600038201
FVY74,600042454
FVY82,600042455
FVY88,600039339
FVY92,600038023
FW001,600042457
FW003,600042458
FW004,600001026
FW019,600038257
FW021,600042464
FW027,600042467
FW033,600042468
FW039,600042471
FW050,600042474
FW058,600042477
FW068,600039793
FW074,600042481
FW083,600042484
FW085,600042486
FW090,600042487
FW106,600042489
FW112,600086031
FW122,600042492
FW130,600038475
FW144,600037617
FW147,600043843
FW148,600042496
FW167,600042498
FW170,600042500
FW184,600035838
FW186,600041445
FW187,600042501
FW190,600042503
FW198,600042504
FW216,600041154
FW229,600035988
FW236,600000826
FW239,600042509
FW252,600042675
FW276,600038060
FW288,600036785
FW295,600042520
FW297,600038548
FW299,600042521
FW300,600040041
FW302,600042361
FW327,600042527
FW332,600042529
FW365,600042535
FW373,600042538
FW378,600037035
FW384,600043468
FW387,600036930
FW448,600042548
FW459,600036145
FW465,600042550
FW468,600041998
FW475,600042551
FW477,600042553
FW494,600040198
FW497,600034055
FW507,600042558
FW510,600042559
FW519,600042564
FW527,600086421
FW534,600042565
FW536,600042566
FW548,600044301
FW558,600035547
FW563,600042569
FW564,600042570
FW565,600042571
FW574,600042572
FW575,600042573
FW578,600039725
FW594,600042575
FW613,600033611
FW623,600092121
FW631,600091821
FW632,600042580
FW634,600086601
FW658,600000793
FW665,600001116
FW670,600038058
FW675,600043845
FW679,600041973
FW682,600041323
FW694,600042587
FW739,600042595
FW742,600042596
FW755,600042597
FW759,600042638
FW770,600042599
FW779,600034226
FW787,600000894
FW844,600042610
FW859,600042612
FW870,600042613
FW873,600042432
FW883,600089301
FW887,600042616
FW890,600042617
FW897,600041087
FWA12,600042619
FWA13,600039373
FWA18,600042620
FWA24,600042622
FWA46,600042625
FWA62,600043614
FWA64,600042628
FWA74,600001077
FWA76,600042746
FWA95,600042632
FWC02,600042634
FWC05,600042635
FWC15,600040329
FWC22,600038071
FWC29,600041703
FWC31,600042178
FWC39,600042640
FWC42,600000815
FWC44,600042641
FWC48,600038417
FWC53,600043409
FWC58,600092001
FWC78,600000830
FWD06,600086881
FWD18,600042649
FWD45,600035318
FWD81,600042655
FWD83,600035859
FWD87,600042656
FWD92,600042657
FWE04,600042662
FWE08,600042663
FWE23,600042667
FWE29,600039109
FWE69,600040931
FWE81,600095731
FWF05,600042679
FWF23,600042683
FWF36,600043346
FWF47,600042687
FWF61,600039255
FWF77,600033843
FWF90,600034934
FWF91,600042692
FWF92,600042693
FWF97,600033560
FWG10,600042697
FWG19,600042699
FWG29,600042700
FWG32,600042701
FWG57,600040633
FWG58,600042336
FWG94,600042709
FWG95,600036974
FWH07,600042712
FWH16,600042713
FWH26,600037473
FWH37,600042716
FWH39,600042717
FWH40,600042718
FWH43,600001008
FWH68,600087511
FWH73,600042720
FWJ24,600042724
FWJ27,600042725
FWJ55,600042728
FWJ68,600042731
FWJ81,600042735
FWJ86,600042737
FWJ87,600042738
FWJ97,600042740
FWK02,600040222
FWK09,600042741
FWK15,600034051
FWK19,600042745
FWK28,600042748
FWK34,600042749
FWK37,600042750
FWK72,600037394
FWK94,600042754
FWL07,600089391
FWL19,600042758
FWL28,600042760
FWL38,600042761
FWL46,600042763
FWL47,600042764
FWL55,600042765
FWL66,600042767
FWL73,600042768
FWL80,600042771
FWL90,600042773
FWL99,600042774
FWM07,600042775
FWM16,600034745
FWM18,600042778
FWM30,600042782
FWM50,600042787
FWM54,600042789
FWM83,600088811
FWN23,600042799
FWN26,600033672
FWN30,600042801
FWN43,600042804
FWN53,600035435
FWN72,600042806
FWN81,600042809
FWN84,600040374
FWN86,600042810
FWP20,600042816
FWP24,600042817
FWP37,600042820
FWP44,600042823
FWP45,600042824
FWP66,600042827
FWP72,600042829
FWP74,600089071
FWP98,600041543
FWQ01,600042833
FWQ17,600042836
FWQ30,600042838
FWQ54,600088931
FWQ62,600093111
FWQ66,600042844
FWQ87,600042848
FWQ93,600042849
FWQ95,600042850
FWR01,600042851
FWR24,600043849
FWR25,600042855
FWR32,600035408
FWR76,600037189
FWR95,600042862
FWT21,600043862
FWT28,600036485
FWT37,600042869
FWT42,600037250
FWT46,600042871
FWT50,600042873
FWT62,600042875
FWT77,600088721
FWT87,600042879
FWV01,600042880
FWV41,600034407
FWV53,600042887
FWV87,600042890
FWW03,600042893
FWW14,600042897
FWW16,600033272
FWW22,600087451
FWW39,600042901
FWW52,600038425
FWW54,600042905
FWW55,600042906
FWW61,600042909
FWW63,600039385
FWW78,600042911
FWW87,600042913
FWW89,600042914
FWW94,600042916
FWX02,600042870
FWX05,600085781
FWX08,600034215
FWX13,600000971
FWX22,600042919
FWX61,600041983
FWX77,600035624
FWX81,600042926
FWX85,600038184
FWX89,600042927
FWX94,600042928
FWY08,600041820
FWY30,600038816
FWY53,600038311
FX007,600042930
FX012,600042933
FX028,600042939
FX034,600037760
FX039,600042941
FX044,600042943
FX048,600042944
FX053,600042945
FX059,600043220
FX060,600042946
FX069,600000762
FX075,600042949
FX083,600039162
FX084,600042952
FX093,600042956
FX094,600040300
FX096,600042957
FX097,600042958
FX098,600042959
FX110,600042963
FX116,600042964
FX125,600035194
FX129,600042966
FX130,600042967
FX159,600042975
FX183,600042981
FX192,600039702
FX194,600042984
FX203,600042986
FX230,600041809
FX233,600042991
FX235,600033758
FX248,600040868
FX258,600039156
FX259,600042996
FX262,600042998
FX265,600042999
FX268,600043000
FX275,600043001
FX276,600043002
FX308,600043007
FX310,600043008
FX314,600043009
FX318,600043010
FX325,600043012
FX342,600037746
FX345,600043015
FX385,600043020
FX396,600035117
FX409,600043022
FX413,600000588
FX449,600043027
FX453,600042925
FX457,600043029
FX460,600033957
FX474,600043032
FX478,600043033
FX525,600043044
FX534,600038634
FX537,600036944
FX543,600043046
FX546,600034338
FX556,600043050
FX561,600043053
FX584,600043055
FX589,600043056
FX593,600043057
FX609,600043058
FX611,600043059
FX650,600033642
FX680,600043067
FX681,600043068
FX692,600042319
FX693,600034740
FX712,600043070
FX727,600043073
FX728,600043074
FX744,600043078
FX747,600043079
FX748,600043080
FX751,600040505
FX779,600043087
FX784,600035144
FX816,600043090
FX835,600043092
FX853,600043096
FX882,600043100
FX886,600043101
FX898,600043103
FX910,600000389
FX947,600043108
FXA02,600037461
FXA03,600034224
FXA05,600043113
FXA06,600043114
FXA11,600043116
FXA26,600042674
FXA30,600043119
FXA52,600043124
FXA71,600039852
FXA79,600035402
FXA84,600043127
FXA90,600036984
FXC03,600043131
FXC13,600043136
FXC14,600043137
FXC18,600043138
FXC46,600043851
FXC51,600039068
FXC67,600043143
FXD05,600043151
FXD38,600043528
FXD47,600035522
FXD49,600088871
FXD72,600043158
FXD87,600043160
FXD93,600043161
FXD96,600043162
FXE07,600043163
FXE23,600043167
FXE30,600043169
FXE31,600035167
FXE34,600043170
FXE35,600043171
FXE40,600098301
FXE50,600043173
FXE59,600037597
FXE73,600043176
FXE74,600043177
FXE81,600035327
FXE88,600043178
FXF01,600043180
FXF08,600043182
FXF21,600043185
FXF47,600001191
FXF49,600042225
FXF53,600036189
FXF63,600040699
FXF67,600043192
FXF79,600043194
FXF92,600043196
FXF96,600043197
FXF97,600037469
FXG01,600043199
FXG05,600033796
FXG44,600043204
FXG48,600033278
FXG56,600043208
FXG65,600043210
FXG70,600043211
FXG76,600000895
FXG80,600034446
FXG89,600043214
FXG91,600094591
FXG93,600096221
FXG97,600043216
FXG99,600000866
FXH25,600043221
FXH34,600043223
FXH36,600043224
FXH45,600043225
FXH47,600043226
FXH51,600043227
FXH62,600041902
FXH76,600043232
FXH78,600043853
FXH81,600043234
FXH89,600039271
FXH93,600000679
FXJ37,600043242
FXJ42,600043244
FXJ57,600043245
FXJ70,600043247
FXJ82,600043249
FXJ99,600043250
FXK05,600043252
FXK17,600039506
FXK47,600043257
FXK55,600001141
FXK58,600043258
FXK64,600034919
FXK67,600000384
FXK72,600043259
FXK74,600043260
FXK78,600043262
FXK93,600042001
FXL08,600043266
FXL13,600037251
FXL15,600043267
FXL17,600043268
FXL36,600043272
FXL37,600043273
FXL38,600043429
FXL49,600036071
FXL59,600093561
FXL90,600043279
FXL92,600035314
FXM05,600043284
FXM07,600043600
FXM15,600043285
FXM17,600042938
FXM28,600043287
FXM29,600043288
FXM51,600033239
FXM67,600043293
FXM71,600043295
FXM72,600043296
FXM89,600043299
FXM91,600043300
FXM99,600043302
FXN07,600043303
FXN27,600038449
FXN28,600043309
FXN37,600043310
FXN56,600043314
FXN58,600043315
FXN63,600043316
FXN66,600043317
FXN67,600043318
FXN74,600043319
FXN75,600043320
FXN94,600043326
FXN96,600043328
FXP23,600043333
FXP29,600034127
FXP50,600043340
FXP56,600043344
FXP64,600038056
FXP75,600043347
FXP84,600043654
FXP86,600043351
FXP89,600038802
FXP91,600040363
FXP92,600043352
FXQ03,600043354
FXQ05,600038054
FXQ07,600033273
FXQ19,600033378
FXQ26,600043359
FXQ44,600043364
FXQ52,600043366
FXQ63,600043367
FXQ67,600043368
FXQ69,600043369
FXQ70,600001131
FXQ73,600043370
FXQ88,600043373
FXR02,600037631
FXR28,600099131
FXR61,600043711
FXR66,600043385
FXR69,600038620
FXR73,600043386
FXR74,600043387
FXR89,600043388
FXR93,600043686
FXT05,600043391
FXT06,600000207
FXT20,600033370
FXT27,600043394
FXT40,600043399
FXT56,600043401
FXT87,600043404
FXT92,600042046
FXV01,600043405
FXV06,600043406
FXV08,600043407
FXV19,600085961
FXV23,600043312
FXV25,600043410
FXV31,600043412
FXV39,600043415
FXV40,600043856
FXV50,600043417
FXV63,600043421
FXV74,600000383
FXV76,600043424
FXV77,600043425
FXW22,600044071
FXW30,600038207
FXW32,600042127
FXW36,600043431
FXW37,600043432
FXW48,600034145
FXW56,600043433
FXW64,600043435
FXW67,600043436
FXW68,600034889
FXX00,600041759
FXX05,600033274
FXX19,600043440
FXX27,600043442
FXX30,600040561
FXX35,600043443
FXX52,600043445
FXX64,600043448
FXX72,600043450
FXX79,600043452
FXX86,600036281
FXY08,600000578
FXY14,600034410
FXY41,600033275
FXY55,600043458
FXY67,600043460
FXY77,600043462
FY004,600043467
FY051,600043472
FY054,600043473
FY055,600043474
FY060,600043475
FY068,600000673
FY111,600001230
FY163,600043482
FY179,600043484
FY188,600043485
FY190,600000438
FY192,600043486
FY215,600001246
FY261,600043491
FY287,600043493
FY319,600043495
FY321,600043496
FY324,600043497
FY348,600043498
FY364,600043500
FY368,600000568
FY374,600043501
FY386,600001036
FY420,600043507
FY425,600043509
FY463,600043513
FY475,600043516
FY485,600000982
FY495,600043517
FY542,600043520
FY618,600043525
FY620,600043526
FY647,600043529
FY670,600043531
FY671,600043532
FY672,600043533
FY677,600043534
FY680,600001231
FY681,600043535
FY689,600043536
FY694,600043538
FY700,600043540
FY708,600043541
FY725,600043542
FY731,600043543
FY746,600043546
FY754,600043547
FY785,600043550
FY822,600043552
FY942,600043560
FY948,600043561
FY954,600043563
FYA00,600043565
FYA07,600043567
FYA22,600043570
FYA25,600043571
FYA50,600035208
FYA78,600043573
FYA88,600043575
FYC15,600034827
FYC18,600040248
FYC35,600038937
FYC40,600036180
FYC67,600043578
FYC80,600040292
FYD28,600043587
FYD59,600043590
FYD76,600043592
FYE01,600043594
FYE25,600043598
FYE30,600040354
FYE61,600043602
FYE63,600043603
FYE94,600043607
FYF02,600035775
FYF03,600039465
FYF31,600043612
FYF57,600043613
FYF89,600036148
FYF97,600035189
FYG13,600043618
FYG74,600043623
FYG86,600043624
FYG95,600039834
FYH42,600043630
FYH80,600043633
FYH82,600035890
FYH83,600043634
FYH95,600035727
FYJ21,600043636
FYJ58,600000994
FYJ74,600038105
FYJ76,600043639
FYK96,600043645
FYL11,600043646
FYL18,600042788
FYL22,600042493
FYL45,600043648
FYL47,600043649
FYL65,600043651
FYL72,600043653
FYM04,600035942
FYM05,600094651
FYM15,600088731
FYM17,600043657
FYM93,600039382
FYN15,600043668
FYN24,600043670
FYN25,600039579
FYN39,600043671
FYN41,600033455
FYN42,600043672
FYN44,600043673
FYN65,600043678
FYQ04,600001188
FYQ11,600043689
FYQ18,600033565
FYQ20,600043690
FYQ21,600001256
FYQ29,600033500
FYQ55,600043693
FYQ91,600043700
FYR03,600037480
FYR12,600043703
FYR36,600043706
FYR37,600000404
FYR53,600043708
FYR56,600043710
FYR78,600043714
FYT07,600043718
FYT20,600041110
FYT27,600037888
FYT42,600038407
FYT65,600043723
FYT80,600038781
FYV08,600043725
FYV33,600043727
FYV46,600043729
FYV67,600043732
FYV68,600001237
FYV78,600043734
FYV82,600042769
FYW42,600040941
FYX05,600043739
FYX23,600043740
FYX55,600000199
FYX78,600001111
FYX84,600039243
FYY02,600043750
FYY37,600039434
FYY49,600040829
FYY65,600043756
FYY76,600043758
